article_number,score,keyword1,keyword2,keyword3,keyword4,keyword5,message,model,temperature,max_tokens,top_p,frequency_penalty,presence_penalty,response
605958,2,금융감독원, 감사보고서, 재무제표, 회계투명성, 감사의견 변경,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,131개 상장사가 지난해 감사보고서를 정정한 것으로 확인되었다. 이로 인해 상장사들의 회계투명성 강화에 대한 지적이 나오고 있다. 경과기간 평균은 23.4개월로 긴 편이며 감사인과 회사 간의 마찰이 발생하는 경우가 있는 것으로 보인다. 금감원은 이를 분석하여 조치할 계획이다.
605916,0,금융감독원, 임원 성과급, 금융 당국, 자율 공개, 금융회사지배구조법,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,은행들의 성과보수체계가 공개되며 성과금의 지급 방식이 개선될 예정이다. 금융당국은 TF를 통해 세부 기준을 마련하고 성과금 조정과 환수를 추진하며 개별 임원의 보수지급계획과 보수지급액도 공개할 예정이다. 일반 직원의 성과급과 배당은 은행 경영현황 자율공개 보고서를 통해 구체적으로 공개될 것이다.
605907,1,OK배정장학재단, 11기 배정장학생, 장학금, 대학생, 대학원생,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,OK배정장학재단은 등록금 전액을 지원하는 '11기 OK배정장학생'을 모집한다고 발표했다. 대학(원)생을 대상으로 매월 최대 200만원을 지원하며 장학생은 면접 등 추가 전형을 거친 후 8월 중 최종 합격자를 발표할 예정이다. 이외에도 다양한 프로그램을 통해 장학생들의 리더십과 성장을 지원할 계획이다.
605885,3,새 시중은행, 금융당국, 대구은행, 지방은행, 중소기업대출비율,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융감독원과 금융위원회는 시중은행 경쟁을 촉진하기 위해 지방은행의 시중은행 전환을 허용하기로 결정했다. 대구은행은 이미 전환 의사를 밝혔으며 금융당국은 대구은행이 자본금과 지배구조 조건을 충족하고 있다고 평가하고 있다. 이로 인해 30년 만에 새로운 시중은행이 등장할 전망이다. 하지만 시중은행 전환에 대해 의문도 제기되고 있는데 지방은행의 규모와 체급 차이가 크기 때문에 경쟁력이 떨어질 수 있다는 지적이 있다. 그러나 금융당국은 경쟁자의 진입 자체
605826,4,우리은행, KB국민은행, 신한은행, 원금상환 지원, 외화 관련 이벤트,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,우리은행이 연체고객에게 원금상환 지원을 실시하는 프로그램을 선보였다. 연체원금을 감소시켜 부담을 덜어주며 이번 프로그램은 내달부터 1년 동안 진행되며 연체이자 납부액에 해당하는 원금을 자동상환해준다. KB국민은행은 비대면 채널을 통해 환전 신청한 고객에게 추첨을 통해 스타벅스 커피 쿠폰을 지급하고 신한은행은 외화 예·적금 상품 가입 고객에게 모두투어 여행상품 할인쿠폰을 제공하는 이벤트를 진행한다.
605822,3,동양생명, 보험계약대출, 금리 인하, 금리 확정형 상품, 이자 상환 부담,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,동양생명은 보험계약대출 이용자들의 이자 부담을 덜기 위해 금리 확정형 상품의 보험계약대출 최고금리를 9.9%에서 5.95%로 인하했다. 이 인하 금리는 지난 1일부터 적용되며 신규 및 기존 고객 모두 혜택을 받을 수 있다. 최고금리 인하로 인해 가계의 이자상환 부담을 줄이고자 하는 동양생명의 노력을 강조했다.
605808,3,금융감독원, 이권 카르텔, 워크숍, 반부패, 이복현 금감원장,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,이복현 금감원장은 최근 발생한 이권 카르텔 문제에 대해 강력한 감독과 검사를 주문했다. 원장은 금감원 내에서 반부패 의지를 고취하고 청렴 시책을 추진하기 위해 반부패 워크숍을 개최했다. 이번 워크숍에서는 모든 참석자들이 반부패와 청렴에 대한 다짐을 한 후 마무리되었다.
605803,2,한화생명, ESG경영, 지배구조 선진화, 탄소중립, 사회 공헌,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,한화생명은 '2023 지속가능경영보고서'를 발간하여 ESG(환경·사회·지배구조)경영 성과와 향후 계획을 공개했다. 보고서에는 환경경영 성과로 종이 사용량 절감과 전자약정시스템 도입 등이 언급되며 사회경영으로는 장애인 채용과 사회공헌활동에 관한 내용을 담았다. 한화생명은 ESG경영을 내재화하고 더 나은 환경과 사회를 위해 노력할 것이라고 밝혔다.
605775,3,손해보험 사회공헌협의회, 집중호우, 관악구, 침수방지 시설, 사회공헌사업,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,손해보험 사회공헌협의회는 여름철 장마 및 집중호우에 대비하기 위해 침수취약지역 주민과 복지기관을 대상으로 30억원 규모의 물막이판과 역류방지시설 설치를 지원한다. 관악구 소재 사회복지기관을 시작으로 물막이판 설치를 시작하고 반지하주택과 일반주택에도 설치를 확대할 계획이다. 이와 함께 손해보험업계는 재난발생 시 피해 보상과 복구를 위해 재난피해 예방사업뿐만 아니라 재난취약지역 풍수해보험 지원 등 다양한 사회공헌사
605770,4,보이스피싱, 일괄지급정지, 금융당국, 오프라인 채널, 디지털 소외계층,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,보이스피싱 피해자가 은행 영업점 및 고객센터를 통해 본인명의 계좌를 일괄지급정지할 수 있다고 금융당국이 밝혔다. 이는 일괄지급정지 서비스가 오프라인 채널까지 확대되면서 가능해진 것으로 온라인 신청에 이어 영업점 방문 및 고객센터 전화로도 계좌를 정지할 수 있다. 금융당국은 이를 통해 금융소비자의 편의성 증대와 피해 예방에 도움이 될 것으로 기대하고 있다.
605762,3,공정위, 국고채 담합, 시중은행, 윤석열 대통령, 금융분야 과점폐,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,공정위가 시중은행에 대한 국고채 입찰 담합 조사에 착수했다. 공정위는 5개 은행과 5개 증권사를 대상으로 현장조사를 진행하고 있는데 주목할 점은 국고채 입찰과정에서 부당한 정보 교환 또는 담합 여부를 중점적으로 조사한다는 것이다. 이 조사는 최근 윤석열 대통령의 언급 이후 공정위가 금융업계 전반에 대한 조사를 확대한 것으로 금감원도 관련 사항이 있다면 협조할 수 있다고 밝혔다.
605729,3,한국은행, 김웅 부총재보, 소비자물가 상승률, 근원물가,  통계청,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,한국은행은 소비자물가 상승률이 향후 다시 높아질 것이라고 예상하며 연간 전망치인 3.3%를 상회할 수 있다고 밝혔다. 물가 상승 속도는 완만한 둔화 흐름이 이어지지만 근원물가는 전망치를 상회할 가능성이 있다고 분석했다. 또한 국제유가 추이 경기 흐름 공공요금 조정 등 불확실성이 높은 상황이 물가에 영향을 줄 수 있다고 전망했다.
605717,3,SC제일은행, 투자전략 보고서, C.A.L.M, 포트폴리오, 주식 투자,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,SC제일은행이 '2023년 하반기 글로벌 금융시장 전망 및 투자전략 보고서'를 발표했다고 밝혔다. 이번 보고서는 상반기의 금융시장 흐름과 하반기의 전망을 다루고 있으며 불안정한 시기에도 안정적인 포트폴리오 다각화와 균형잡힌 투자에 집중하는 'C.A.L.M' 전략을 추천하고 있다. SC제일은행은 앞으로도 고객들의 재무적 목표에 맞는 최적의 자산배분 전략을 제시할 것이라고 밝혔다.
605692,3,금융감독원, DB생명, 상표권료, 경영유의, 지주사 몰아주기,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,DB생명은 지주사 DB Inc에 지나친 상표권 사용료를 지불함으로써 '지주사 몰아주기' 논란에 휘말렸다. DB생명은 투자영업수익 등을 포함한 상표권 사용료를 지불함으로써 금감원의 경영유의 조치를 받았고 그럼에도 불구하고 DB생명은 여전히 동일한 방식으로 상표권료를 지불하고 있는 것으로 알려져 비판을 받고 있다. DB손해보험도 동일한 문제로 금감원으로부터 경영유의 조치를 받았다.
605699,2,우리금융캐피탈, 정연기 대표이사, 취임식, 사업다각화, 선제적 리스크 관리,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,우리금융캐피탈은 새로운 대표이사로 정연기를 취임시켰다. 정 대표이사는 2023년까지 경영목표를 달성하고 사업다각화와 선제적 리스크관리로 안정적인 성장을 추구할 것이라고 밝혔다. 정 대표이사는 업계 초우량 캐피탈사로의 도약을 위해 노력할 것을 약속했다.
605653,1,진옥동 회장, 신한 금융, 내부통제 책무구조도, 신한컬쳐위크, 견제와 검증,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,진옥동 신한금융그룹 회장은 '내부통제 책무구조도'를 조기에 도입할 예정이라고 밝혔다. 이는 그룹의 지속성장가능성을 위해 업무의 모든 과정을 철저히 내부 견제와 검증하는 것이 필요하다는 강조였다. 진 회장은 또한 고객으로부터 인정받는 '일류' 신한을 위해 더 높은 내부 통제를 강화하겠다는 다짐을 전했다.
605634,2,우리은행, 조병규 우리은행장, 기업 금융, 조직개편, 현장경영,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,조병규 신임 우리은행장이 임시주주총회에서 공식 취임하고 조직개편 방향을 예고했다. 조 행장은 영업 중심의 개편과 인사권 강화를 통해 직원들의 업무 경쟁력을 향상시키고 고객 서비스를 강화하겠다는 강한 의지를 밝혔다. 또한 본인의 강점인 기업금융 역량을 우리은행에서 강화할 것이라고 밝혔다.
605628,2,카카오뱅크, 주택담보대출, 이자 절감, 중도상환해약금 면제, 낮은 금리,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,카카오뱅크와 주담대 대환 고객은 평균 321만원의 이자를 절감했으며 주담대 대환으로 총 252억원의 이자 절약 효과가 발생했다. 주택담보대출의 평균 금리는 연 3.88%로 카카오뱅크는 최대 0.6%의 금리 할인을 제공하고 있으며 대환 고객 비중이 작년 4분기에 비해 올해 2분기에는 두 배 수준으로 증가한 것으로 나타났다.
605610,0,은행권 연체율, 금융감독원, 기업 연체율, 추세 유지, 가계대출 연체율,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,4월말 기준으로 국내 은행 대출 연체율이 0.37%로 32개월 만에 최고 수준을 기록했다. 연체율 상승은 기업과 가계 대출 모두에서 나타났으며 신용대출 등 기타 대출의 연체율도 상승세를 보였다. 금감원은 현재 추세가 유지될 가능성이 있으며 건전성 관리와 손실흡수능력 확충을 통해 부담을 완화할 것이라고 밝혔다.
605603,3,해외여행, 신용카드, 비현금 결제, 여행지, 엔데믹,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,해외여행 수요가 코로나19로 인해 억제되었던 상황에서 급증하고 있다. 해외여행 계획이 있는 사람들은 신용카드를 주로 사용하며 모바일 페이도 증가하는 추세다. 하지만 현금 사용은 감소하고 있다. 인기 있는 여행지는 일본 호주 베트남이며 호주의 인지도가 상승한 것으로 보인다. 이에 따라 해외여행에 대한 관심과 수요가 증가하고 있다.
605589,0,보험시장, 마케팅, 프로모션, 보험 출시, 입지 확보,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,NH농협생명은 신상품인 병원비든든NH의료비보장보험 369뉴테크NH암보험 하나로든든NH연금보험을 출시했다. 동양생명은 유병자를 위한 '(무)수호천사NEW간편내가만드는보장보험'을 출시했으며 교보생명은 e보험 상품 7종을 출시하여 3040세대 소비자 선택권을 확대했다. 또한 한화손해보험은 여성전용보험 '한화 시그니처 여성 건강보험'을 판매하기 시작했다. AXA손해보험은 운전자 할인 특약을 강화했다.
605520,3,새마을금고, 대출 연체율, 비은행권 금융기관, 저신용자, 부실 리스크,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,비(非)은행권 금융기관인 새마을금고 등이 대출 연체율 상승에 대비하여 대출 문턱을 높이고 있다. 이로 인해 저신용자들은 불법 사금융으로 이동하고 있다. 새마을금고는 대출 연체율 상승으로 인해 대출 문턱을 높여 대출 관리를 강화하고 있다.
605496,5,KB국민은행, IBK기업은행, NH농협은행, 사회공헌백서, 이벤트,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,KB국민은행은 2022 사회공헌백서를 발간하여 지난해의 사회공헌활동을 기록했다. 이번 발간된 백서에는 학습·진로·지원 분야 친환경 사회공헌 활동 상생금융 실천 등이 포함되어 있으며 종이 사용량 절감을 위해 보고서는 온라인으로 배포될 예정이다. NH농협은행은 11번가에서 할인쿠폰 이벤트를 IBK기업은행은 주택청약종합저축 청년을 대상으로 금융바우처와 경품 제공 이벤트를 실시할 예정이다.
605490,3,금융위원회, 이윤수 자본시장국장, 신임 FIU 원장, 행정고시, 금융정보분석원장,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,금융위원회는 이윤수 자본시장국장을 금융정보분석원(FIU) 원장으로 임명했으며 임기는 내달 3일부터 시작된다. 이윤수 신임 FIU 원장은 공직 경력뿐만 아니라 금융 분야에서의 전문성으로 평가받고 있다.
605461,3,주택담보대출, 신용대출, 금리 상승, 가계대출, 한국은행,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,은행 대출과 예금 금리가 한국은행 기준금리 동결에도 상승세를 보였다. 지난해 11월 이후 처음으로 금리가 오른 것으로 나타났으며 특히 대출금리는 약 6개월 만에 상승했다. 기업대출의 영향으로 인해 대출금리가 상승하였으며 반면 가계대출은 주택담보대출과 전세자금대출의 금리가 하락하면서 상승했다. 비은행금융기관 대출금리는 전반적으로 약간의 하락세를 보인 것으로 나타났다.
605460,3,삼정화재, 애니핏 플러스, 유튜브 채널, 광고, 건강관리,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,삼성화재는 애니핏 플러스 출시 1주년을 맞아 새로운 광고 영상을 공개했다. 광고는 총 3편으로 애니핏 플러스 애플리케이션의 다양한 기능을 보여준다. 슬로건은 'anything possible Anyfit PLUS'로 건강관리를 위해 모든 시도를 권장한다. 영상에서는 발병 위험 예측 분석 팀 걷기 챌린지 영양제 추천 서비스 등의 기능을 소개한다.
605454,1,KDB생명 매각 본입, 우리금융지주, 하나금융지주, 산업은행, 매각에 성공,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,KDB생명의 매각 본입찰이 7월로 연기되었다. 이는 KDB산업은행이 입찰에 참여할 투자자를 늘리기 위한 조치로 분석되고 있다. 산업은행과 칸서스자산운용은 매각 일정을 연기하고 이번 매각은 다섯 번째인만큼 투자자 참여를 독려하기 위한 것으로 알려졌다. 매각 대상은 KDB생명 지분 92.7%로 예상 판매가격은 2000억원대이다.
605443,2,임종룡 회장, 우리금융그룹, 소통, 인사제도 개선, 영업중심 문화,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,"우리금융그룹의 임종룡 회장이 직원들의 의견을 받기 위해 '소원수리함'을 마련했다고 밝혔다. 임 회장은 편지를 통해 ""자유로운 소통을 위해 중간 과정을 생략하는 용기가 필요하다""며 직원들에게 알려달라고 요청했다. 또한 내부 제도 개선과 증권·보험사 인수를 통한 비은행 포트폴리오 비중 확대 등을 향후 방향으로 제시했다."
605442,2,보험사기방지법, 금융감독원, 특별법, 윤창현 의원실, 보험료 절감,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,연간 보험사기 피해액이 1조원을 넘어섰지만 보험사기방지법 개정에 대한 논의는 아직 제자리 걸음이다. 보험사기규모는 꾸준히 상승하고 있으며 이는 일반 가입자의 보험료 상승으로 이어질 우려가 있다. 보험사기 방지를 위한 특별법 개정안은 논의가 계속 지연되고 있으며 업계에서는 이러한 상황을 우려하고 있다. 개정을 통해 보험사기를 줄이고 소비자에게 더 나은 보험상품을 제공할 수 있을 것으로 기대된다.
605426,2,한화손해보험, ESG경영보고서, 2023 보고서, 통합 ESG 인덱스, 핵심 성과,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,한화손해보험은 '2023 지속가능경영보고서'를 발간하여 ESG경영 전략 목표와 성과를 공개했다. 보고서에는 펨테크연구소 설립 상생협력 금융신상품 우수사례 선정 환경정책 로드맵 공개 등의 핵심 성과가 강조되었다. 한화손해보험은 고객에게 더 나은 가치를 제공하고 지속가능한 발전을 위해 ESG활동을 추진할 것을 약속했다.
605407,1,흥국화재 우선주, 한국거래소, 금융당국, 배당, 상장 폐지,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,1,256,1,0,0,흥국화재2우선주가 상장폐지 우려로 주가가 흔들리고 있다. 지난해 말부터 관리종목으로 지정된 이후 흥국화재는 대응책을 내놓지 않아 투기 종목으로 전락하고 투자자의 피해가 커지고 있다. 주식 수 부족으로 인해 상장폐지 위기에 놓여 주식 수를 충족시키기 위해 유상증자나 액면분할 등의 조치가 필요하다. 그러나 흥국화재는 추가 주식 발행 계획이 없다고 밝혔다. 이로 인해 주가는 변동이 크며 투자자들은 배당 한 번도 받지 못한 점에 분통을 터뜨리고 있다.
