article_number,score,keyword1,keyword2,keyword3,keyword4,keyword5,message,model,temperature,max_tokens,top_p,frequency_penalty,presence_penalty,response
605988,5,금융위원회, 강화된 감독기준, D-SIB, D-SIFI, 자체정상화계획,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,서울정부청사 금융위원회는 KB금융지주 등 10개 은행·은행지주회사를 중요 금융기관으로 선정하고 자체정상화 계획을 제출하도록 했다. 이들은 D-SIB와 D-SIFI로 분류되어 추가자본 적립의무 등 강화된 감독기준을 받게 된다. 평가 결과 KB금융지주와 신한금융지주는 최저 기준의 2배인 12%를 초과하여 선정됐다. 이들은 내년 중에 추가자본적립 의무를 부과받고 자체정상화계획을 제출해야 한다.
605958,3,금융감독원, 감사보고서, 재무제표, 회계투명성, 감사의견 변경,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,국내 주식시장에서 131개사가 지난해 감사보고서를 정정한 것으로 파악됐다. 코스피 상장사의 정정 횟수는 감소했지만 코스닥 상장사는 늘었다. 금감원은 회계투명성을 높이기 위해 분석결과와 시사점을 안내하고 재무제표 본문과 주석이 가장 많이 정정되었다고 밝혔다. 회계감리 자료로 활용하기 위해 금감원은 계속해서 혼란을 야기하는 회사에 대한 엄정조치를 취할 예정이다.
605916,0,금융감독원, 임원 성과급, 금융 당국, 자율 공개, 금융회사지배구조법,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,금융당국은 은행 임직원의 성과보수체계를 공개하고 개선하기로 결정했다. 이에 따라 성과급 조정·환수에 대한 세부 기준을 마련하고 개별 등기임원의 보수지급계획을 주주총회에서 설명하도록 하며 일반 직원의 성과급·배당은 은행 경영현황 자율공개 보고서를 통해 구체적으로 공개할 예정이다. 이는 국민과 시장이 은행에 대한 감시와 견제 역할을 할 수 있게 될 것이다.
605907,1,OK배정장학재단, 11기 배정장학생, 장학금, 대학생, 대학원생,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,OK배정장학재단은 '11기 OK배정장학생' 모집을 시작한다. 대상은 재능이 우수한 대학(원)생으로 졸업까지 매월 최대 200만원을 지원한다. 접수는 오는 24일까지이며 추가 전형을 거쳐 오는 8월 중 최종 합격자를 발표할 예정이다.
605885,3,새 시중은행, 금융당국, 대구은행, 지방은행, 중소기업대출비율,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,금융당국은 은행권 경쟁을 촉진하기 위해 지방은행의 시중은행 전환을 적극 허용한다고 발표하였다. 대구은행이 이미 전환 의사를 밝혔으며 금융당국도 긍정적인 평가를 내놓았다. 이로 인해 약 30년 만에 시중은행으로 진입할 예정이다.
605826,5,우리은행, KB국민은행, 신한은행, 원금상환 지원, 외화 관련 이벤트,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,우리은행이 연체고객 대상으로 원금상환 지원 프로그램을 실시하며 연체이자를 납부한 금액만큼 원금을 자동 상환해줄 예정이다. KB국민은행과 신한은행도 외화 관련 이벤트를 공개하여 고객들에게 혜택을 제공할 계획이다. KB국민은행에서는 환전 신청자 중 추첨을 통해 1000명에게 스타벅스 커피 쿠폰을 지급하고 신한은행에서는 외화 예·적금 상담 가입 시 모두 투어 여행상 품 할인쿠폰 3%를 제공한다.
605822,2,동양생명, 보험계약대출, 금리 인하, 금리 확정형 상품, 이자 상환 부담,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,동양생명은 보험계약대출 최고금리를 3.95%p 인하하여 이자 부담을 줄일 것이라고 밝혔다. 이 변경은 신규 및 기존 고객에게 적용되며 가산금리가 없는 예정이율만 부담하면 된다. 동양생명은 고객들의 이자상환 부담을 줄이기 위해 지속적으로 서비스를 제공할 것이라고 전했다.
605808,4,금융감독원, 이권 카르텔, 워크숍, 반부패, 이복현 금감원장,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,금융감독원장 이복현은 최근 이권 카르텔과 관련해 원칙 중심의 감독·검사업무 수행을 주문하고 반부패·청렴 워크숍을 개최하여 금감원 직원들의 청렴 의지를 고취시키고자 했다. 국민권익위원회도 반부패 총관기구로서 금감원 윤리기준을 높이는 것을 당부하며 박희정 권익위 공익심사팀장은 반부패·청렴교육 실시를 통해 대상자들에게 갑질금지와 청탁금지법 등에 대한 인식 제고를 도모하였다.
605803,1,한화생명, ESG경영, 지배구조 선진화, 탄소중립, 사회 공헌,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,한화생명은 '2023 지속가능경영보고서'를 발간하여 환경 사회 지배구조 각 부문별 전략과 성과를 공개했다. 종이 사용량 절감 등을 통해 환경 경영 성과를 얻었으며 장애인 채용률 100% 달성 등의 사회적 가치 실현에도 노력하고 있다. 또한 ESG 경영을 내재화하고 앞으로도 다양한 이해관계자들과 소통하여 신뢰받는 기업으로 성장할 것이라 밝혔다.
605775,4,손해보험 사회공헌협의회, 집중호우, 관악구, 침수방지 시설, 사회공헌사업,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,손해보험 사회공헌협의회가 여름철 장마 및 집중호우에 대비하기 위한 사회공헌사업을 시작한다. 이번 지원사업은 침수취약지역 주민과 복지기관을 대상으로 30억원 규모의 물막이판과 역류방지시설 설치를 지원한다. 관악구 소재 사회복지기관에 물막이판 설치를 시작하고 반지하주택과 일반주택까지 확대할 계획이다.
605770,2,보이스피싱, 일괄지급정지, 금융당국, 오프라인 채널, 디지털 소외계층,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,금융당국은 디지털 소외계층을 위해 보이스피싱 피해자가 은행 영업점이나 고객센터를 통해 본인명의 계좌를 지급정지할 수 있는 '일괄지급정지 서비스'를 확대한다고 발표했다. 이로 인해 금융소비자는 금융사기 우려 시 즉시 지급정지 신청하고 해제도 가능하다. 이 서비스는 편의성과 신속한 피해 예방에 도움이 될 것으로 기대된다.
605762,2,공정위, 국고채 담합, 시중은행, 윤석열 대통령, 금융분야 과점폐,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,공정거래위원회가 시중은행과 증권사를 대상으로 국고채 입찰 담합 여부를 조사하고 있다. 이번 조사는 국고채 입찰과정에서 부당한 정보 교환 또는 담합을 확인하기 위한 것이다. 공정위는 금육감독 기관인 금감원의 도움을 받아 조사를 진행할 수도 있다.
605729,3,한국은행, 김웅 부총재보, 소비자물가 상승률, 근원물가,  통계청,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,한국은행은 소비자물가 상승률이 다시 높아질 것으로 예상하고 근원물가 상승률도 3.3%를 상회할 수 있다고 전망했다. 이에 따라 향후 소비자물가는 둔화 후 다시 3% 안팎에서 등락할 것으로 예상되며 국제유가 추이와 경기 흐름 등의 불확실성이 있을 것으로 분석됐다.
605717,3,SC제일은행, 투자전략 보고서, C.A.L.M, 포트폴리오, 주식 투자,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,SC제일은행이 '2023년 하반기 글로벌 금융시장 전망 및 투자전략 보고서'를 발표했다. 보고서에 따르면 상반기는 투자심리 위축이 있었지만 주요국 경제지표와 기술주 성장 기대로 양호한 흐름을 이어갔다. 하반기에는 주식시장의 강세가 지속될 것으로 예상되며 SC제일은행은 'C.A.L.M' 전략을 활용해 안정적인 포트폴리오 다각화와 균형 잡힌 투자를 추천하고 있다.
605692,2,금융감독원, DB생명, 상표권료, 경영유의, 지주사 몰아주기,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,DB생명이 지주사 DB Inc에 과도한 상표권 사용료를 지급하면서 '지주사 몰아주기' 논란에 휩싸였다. 이와 관련하여 DB손해보험도 비슷한 문제로 금감원의 비판을 받았으며 상표권료 산정 방식의 불합리성과 개선이 필요하다는 지적이 제기되고 있다. 현재 DB Inc는 연간 300억원 이상의 브랜드 수익을 올리고 있으며 DB생명은 작년에 32억원 DB손해보험은 266억원의 상표 사용료를 지불한 것으로 파악되었다. 금감원은 적절한 산식과 합리적인 방안 마련이 필요하다고 강조하였다.
605699,4,우리금융캐피탈, 정연기 대표이사, 취임식, 사업다각화, 선제적 리스크 관리,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,우리금융캐피탈은 정연기 신임 대표이사 취임식을 개최하였다. 정연기 대표이사는 2023년 경영목표 달성과 사업다각화와 선제적 리스크관리로 안정적 성장기반을 구축할 것을 강조하며 시장의 판을 바꾸는 초우량 캐피탈사로 도약하겠다고 밝혔다. 또한 기업 및 투자금융 비중 확대와 리스크관리 체계 구축 등 다양한 전략과 역량 강화를 약속하였다.
605653,1,진옥동 회장, 신한 금융, 내부통제 책무구조도, 신한컬쳐위크, 견제와 검증,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,신한금융그룹 회장이 '내부통제 책무구조도'를 조기 도입할 예정이라고 밝혔다. 그는 내부 견제와 검증을 통해 업무의 정당화를 강조하며 최근 금융당국의 경영문화 개선과 소비자 보호 체계 정착을 목표로 발표한 바 있다고 말했다. 또한 고객과 사회로부터 인정받는 '일류' 신한을 위해 한 단계 높은 내부 통제를 기반으로 나아가야 한다고 당부하였다. (150자)
605634,2,우리은행, 조병규 우리은행장, 기업 금융, 조직개편, 현장경영,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,조병규 신임 우리은행장이 공식 취임하고 영업 중심의 조직개편을 예고했다. 조 행장은 인사와 조직문화 개선을 강조하며 기업금융 역량 강화를 표명했다. 그는 첫 활동으로 인천 지역 영업점 방문을 예정하고 있다.
605628,3,카카오뱅크, 주택담보대출, 이자 절감, 중도상환해약금 면제, 낮은 금리,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,카카오뱅크의 주택담보대출 대환을 통해 평균 321만원의 이자를 절감한 것으로 나타났다. 카카오뱅크는 최대 0.6%p 금리 할인 혜택을 제공하며 이로 인해 대환 고객 비중이 크게 증가하였다. 또한 약 90%의 고객이 카카오뱅크를 선택한 이유로 '금리가 저렴하다'를 응답하여 실제로 연 평균 약 321만원의 이자 절감이 가능했다고 밝혔다.
605610,0,은행권 연체율, 금융감독원, 기업 연체율, 추세 유지, 가계대출 연체율,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,국내 은행 연체율이 32개월만에 최고 수준인 0.37%로 상승했다. 기업대출과 가계대출의 연체율도 모두 상승세를 보였다. 금감원은 현재 추세가 유지될 수 있으며 건전성 관리와 손실흡수능력 확충을 적극 유도할 것이라고 밝혔다.
605603,4,해외여행, 신용카드, 비현금 결제, 여행지, 엔데믹,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,코로나19로 인해 억눌렸던 해외여행 수요가 폭발하고 있으며 신용카드를 포함한 비현금 결제 방식이 선호되고 있다. 모바일 페이의 사용도 증가하고 있으며 100만원 이상의 순수 경비를 사용할 응답자 비율은 60.8%에 달한다. 일본이 가장 선호하는 여행지로 확인되었으며 호주도 높은 선호도를 기록하였다.
605589,0,보험시장, 마케팅, 프로모션, 보험 출시, 입지 확보,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,보험 시장에서 치열한 경쟁이 벌어지고 있으며 NH농협생명은 신상품 3종을 출시하였고 동양생명은 유병자 맞춤형 종합간편보험을 출시하였다. 또한 교보생명은 e보험 상품 7종을 모바일로 가입할 수 있는 채널을 오픈하였으며 한화손해보험이 여성 전용 보장과 서비스를 제공하는 '한화 시그니처 여성 건강보험' 신상 품을 판매하기 시작하였다. AXA손해 보 험이 운전자 할인 특약도 강화되었다.
605520,4,새마을금고, 대출 연체율, 비은행권 금융기관, 저신용자, 부실 리스크,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,새마을금고 등 비은행권 금융기관이 대출 연체율 상승으로 인한 부실을 막기 위해 대출 문턱을 높이고 있다. 이로 인해 저신용자들은 불법 사금융으로 이동하고 있다. 새마을금고는 폐업과 관련하여 구조조정과 형사고발 조치를 완료했다.새마다긍중앙회는 대출 연체율 상승에 따라 대출 문턱을 높여 가이드라인 강화를 추진하며 신용등급 우수한 경우에 한정해서 건전한 대출은 늘리고 위험한 대출은 줄일 방침이다. 그러나 비음행권 긍물 기간도 마찬가지로 연체 유지되면서 저신용
605496,5,KB국민은행, IBK기업은행, NH농협은행, 사회공헌백서, 이벤트,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,KB국민은행이 '2022 KB국민은행 사회공헌백서'를 발간하고 NH농협은행이 11번가 할인쿠폰 이벤트를 실시한다고 발표하였으며 IBK기업은행이 청년 대상으로 금융바우처 제공 이벤트를 진행한다고 밝혔다.
605490,2,금융위원회, 이윤수 자본시장국장, 신임 FIU 원장, 행정고시, 금융정보분석원장,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,금융위원회가 이윤수 자본시장국장을 FIU 원장으로 임명했다. 이윤수 신임 원장은 서울대와 미국 플로리다대를 졸업한 후 공직에 입문했으며 금융 분야에서 다양한 경력을 가지고 있다. 그는 금융 분야에서 최고의 전문가로 평가받고 있다.
605461,0,주택담보대출, 신용대출, 금리 상승, 가계대출, 한국은행,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,한국은행 기준금리 동결에도 불구하고 은행권 대출과 예금 금리가 상승세를 보였다. 지난달 예금은행 저축성 수신평균금리는 전월대비 0.13%p 상승한 연 3.56%로 기록되었다. 대출 금리도 약 6개월 만에 상승하여 5월 예금은행의 전체 대출 평균 금리는 전월과 비교해 연 5.12%로 증가하였다.
605460,3,삼정화재, 애니핏 플러스, 유튜브 채널, 광고, 건강관리,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,삼성화재는 애니핏 플러스 출시 1주년을 맞아 신규 영상 광고를 공개했다. 이 광고는 앱의 다양한 기능을 짧은 영상으로 소개하며 건강관리를 위해 무엇이든 시도해보자는 메시지를 전달한다. 핵심 기능인 발병 위험 예측 분석 팀 걷기 챌린지 영양제 추천 서비스 등이 강조되었다.
605454,2,KDB생명 매각 본입, 우리금융지주, 하나금융지주, 산업은행, 매각에 성공,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,KDB생명 매각 본입찰이 7월로 연기되었다. 산업은행은 입찰에 참여할 투자자를 늘리기 위해 일정을 미뤘으며 이번 매각에는 사모펀드와 금융사의 참여 의사가 있어 성공할 가능성이 크다. KDB생명 지분 92.7%가 매각 대상으로 예상 판매가격은 2000억원대로 추정된다.
605443,1,임종룡 회장, 우리금융그룹, 소통, 인사제도 개선, 영업중심 문화,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,우리금융그룹 회장 임종룡이 취임 100일을 맞아 직원들에게 편지를 보냈다. 이번 편지에서는 조직 내부 문제를 비대면으로 받기 위한 '소원수리함'을 마련했으며 포털 '우리소통광장'에 1대1 소통 창구를 개설했다고 설명하였다. 또한 내부 제도 개선과 비은행 포트폴리오 확대 등의 방안을 언급하며 영업현장 중심의 인사권 약속도 공언하였다.
605442,1,보험사기방지법, 금융감독원, 특별법, 윤창현 의원실, 보험료 절감,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,연간 보험사기 피해액이 1조원을 넘어섰지만 보험사기 방지를 위한 법률 개정은 제자리 걸음이다. 지난해에는 1조818억원을 기록하면서 사상 최대 수준으로 뛰어올랐으며 현재 발의돼 있는 보험사기방지법 개정안에는 다양한 내용이 담겨 있다. 업계는 이미 오래 전부터 우선순위에서 밀려왔고 관련법은 사회 문제로 대두되고 있다.
605426,1,한화손해보험, ESG경영보고서, 2023 보고서, 통합 ESG 인덱스, 핵심 성과,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,한화손해보험이 '2023 지속가능경영보고서'를 발간했다. 보고서에는 ESG 경영 전략 목표와 성과 펨테크연구소 설립 상생협력 금융신상품 우수사례 선정 등이 강조되었다. 보고서는 쉽게 이해할 수 있도록 간결한 문장과 인포그래픽을 활용하여 디자인되었다. 한화손해보혼은 앞으로도 ESG 활동을 통해 신뢰받는 기업으로 성장할 것이라 약속하였다.
605407,0,흥국화재 우선주, 한국거래소, 금융당국, 배당, 상장 폐지,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,한국거래소가 흥국화재2우B 상장폐지 우려를 공시하면서 해당 주가가 요동치고 있다. 흥국화재는 지난해 말 관리종목으로 지정된 이후에도 대응책을 내놓지 않아 투기 종목으로 전락하고 있으며 상장주식수 미달로 인해 상장폐지 위기에 처해져 있다. 유상증자나 액면분할 등을 통해 주식 수를 늘려야 하는데 업계는 추가 유상증자나 액면분할이 없다고 판단되어 예상되는 정리매매 기간 동안 주가의 요동이 계속될 것으로 예측된다.
605386,1,이복현 금감원장, KB금융, 우리카드 행사, KB금융 회장 선임, 승계 절차,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,금융감독원장은 KB금융그룹의 차기 회장 선임 절차에 대해 공평성을 당부했다. 현재 약 20명의 후보군이 있는데 롱리스트는 이번 주 안에 이사회에 보고될 것으로 예상된다. 원장은 KB금융이 승계 프로그램을 잘 짜여 있다고 인정하면서도 개선할 점이 있다는 의견을 전달한 것으로 밝혀졌다.
605380,3,KB금융, 금융지원 프로그램, 특별대출, 기업대출, 청구유예,"다음 뉴스 기사를  3문장으로 요약해, 총 답변의 길이는 150자 이내로 제한한다. + content",gpt-3.5-turbo-16k,0,256,0.5,2,-1,KB금융그룹은 장마철 자연재해 피해에 대비하여 금융지원 프로그램을 운영한다고 밝혔다. 이번 지원은 특별대출 만기연장 금리우대 보험료·카드 결제대금 유예 등으로 구성되며 장마다 호우로 인한 피해를 본 수재민을 대상으로 한다. 또한 KB금융은 자연재해로 인한 대규모 피해 발생 시 해당 지역에 긴급 구호키트 등을 신속하게 지원할 계획이다. (150자)
